customer_id,age,job,urban_rural,marital_status,kids,disposable_income,mobiles_changed,mobile_age,own_smartphone,current_mobile_price,credit_card_type,own_house,own_cr_card,monthly_bill,call_mins,basic_plan_amount,extra_mins,roam_call_mins,call_mins_delta,bill_amount_delta,incoming_call_mins,outgoing_calls,incoming_calls,day_night_call_ratio,day_night_call_delta,calls_dropped,loyalty_months,complaint_calls,promo_calls_made,promo_offers_accepted,new_numbers_called,customer_dropped
1032885,50,NA,NA,yes,TRUE,623,2,154,TRUE,19933.507999999998,B,FALSE,true,4111.8,869.5,4005,4.5,0,0.57,-0.024,190.22,78.67,40,5.92664769,-11.39525227,40.67,23,4,0,0,0,false
1057510,26,NA,NA,yes,FALSE,356,1,394,TRUE,0,B,TRUE,false,4303.1500000000005,490,4004.11,36.75,0,-3.36,-0.2672,120.03,39.67,20.33,1.541666667,9.801438319,9.67,13,0.33,0,0,0,true
1008457,64,NA,rural,yes,FALSE,623,1,1021,FALSE,0,A,FALSE,true,2670,122,2670,0,0,1.48,0,24.04,7,0,5.9175,-12.43937088,2.33,34,0,0,0,0,false
1065444,42,NA,NA,yes,FALSE,356,2,349,TRUE,7473.507999999999,E,FALSE,true,6027.97,626.25,5339.110000000001,31.25,0,-3.785,-0.2748,19.85,8.33,2,1.276834116,0.281051068,3,12,0.33,0,0,0,true
1045761,0,NA,NA,unknown,FALSE,0,2,490,TRUE,49837.508,E,TRUE,false,4483.820000000001,856.75,4449.110000000001,23.5,0,5.385,-0.1484,190.1,29.33,13,1.209098466,-30.41385325,10.33,18,14.33,0,0,0,true
1080700,40,clerical,NA,unknown,FALSE,445,1,376,TRUE,0,D,FALSE,true,7303.34,602,4004.11,122.75,0.1,0.34,0.1614,169.18,40.67,3,1.973916937,-7.111229166,14.33,13,0.67,0,0,0,true
1015027,38,professional,NA,yes,FALSE,445,1,810,TRUE,0,A,FALSE,true,4559.469999999999,101.25,4449.110000000001,0,0,-1.245,-0.0248,4.26,5.33,0,1.531589024,0.196141584,10.67,27,0,0,0,0,false
1045908,54,professional,town,yes,FALSE,623,2,77,TRUE,7473.507999999999,A,FALSE,true,3490.58,113,2669.1099999999997,0,0,0.66,-0.1846,6.75,4,0.67,2.737756714,-6.106311534,2.67,14,0.33,0,0,0,false
1018001,0,NA,NA,unknown,FALSE,89,15,168,TRUE,7473.507999999999,C,TRUE,false,4506.96,539.25,3559.11,21.5,0,-0.505,-0.1734,83.99,42,1.33,1.601340206,-7.042200403,18.33,29,5.33,1,1,0,false
1098719,40,NA,urban,yes,TRUE,623,1,1073,TRUE,0,A,FALSE,true,2797.27,173.25,2670,0,0.77,-0.365,-0.0148,22.46,11.67,0.67,2.278688525,6.516268126,9,36,0,0,0,2,true
1051453,0,NA,town,unknown,FALSE,0,1,549,TRUE,0,C,TRUE,false,2930.77,152,3736.22,1.75,0,1.76,0.037,22.76,4.67,0,1.939645826,10.2930811,9,19,2,0,0,0,true
1053569,0,NA,urban,unknown,FALSE,0,4,66,TRUE,49837.508,F,TRUE,false,5574.070000000001,678.25,4449.110000000001,5.75,0,4.695,-0.0374,98.46,13,1,1.876813376,-0.928734296,9.67,18,0,0,0,0,true
1075365,46,NA,NA,yes,FALSE,534,1,336,TRUE,0,B,FALSE,true,4561.25,453,4894.110000000001,5.75,0,2.62,-0.0452,39.52,13.67,2.67,1.182153299,-6.399459227,26,12,8,0,0,0,true
1080323,0,NA,NA,unknown,FALSE,0,1,270,TRUE,0,C,TRUE,false,2939.67,277.25,3447.86,0,0,2.375,-0.6102,17.84,10,0.33,1.236451613,16.27512326,5.67,9,0,0,0,0,true
1050616,0,NA,NA,unknown,FALSE,0,5,113,TRUE,32393.507999999998,D,TRUE,false,6546.84,394.33,1124.0700000000002,106.67,0,0,0,44.39,31.67,3,0.747004482,-0.57543936,8.33,13,1,1,1,3,true
1057196,0,NA,urban,unknown,FALSE,0,1,503,TRUE,0,G,TRUE,false,3559.11,660.25,3559.11,0,0,1.455,0,0,0,0,0,13.72554475,0,17,0,0,0,0,false
1051630,0,NA,urban,unknown,FALSE,0,1,378,TRUE,0,C,TRUE,false,4520.3099999999995,580.25,5339.110000000001,0.25,0,1.475,-0.0082,77.36,10.67,1,1.562456058,-7.670293728,8.33,12,13,0,0,0,false
1043887,36,NA,NA,no,TRUE,534,6,10,TRUE,49837.508,C,FALSE,true,4889.66,623,5339.110000000001,8.25,0.16,1.36,0.0576,148.46,35.67,21.67,2.084745763,1.435801121,16.33,19,3,0,0,1,true
1011263,0,NA,town,unknown,FALSE,0,2,9,TRUE,7473.507999999999,A,TRUE,false,1192.6000000000001,96.5,890,0,3.4,-0.83,-0.0394,5.01,2.67,2,3,-2.421710124,1,30,1.67,0,0,0,true
1003681,70,NA,NA,yes,TRUE,623,5,112,TRUE,37377.508,A,FALSE,true,5251,926,5339.110000000001,27.25,0.2,0.32,-0.1472,273.55,77,33.33,1.093051948,-17.82206709,11.67,39,2.33,0,0,0,false
1090015,0,NA,town,unknown,FALSE,0,3,42,FALSE,32393.507999999998,E,TRUE,false,13568.05,1208.75,5561.610000000001,234.25,0.27,11.805,2.5546,384.86,27,14,0.930806109,10.09897461,57.33,11,4.67,0,0,0,false
1068227,0,NA,NA,unknown,FALSE,0,1,270,TRUE,0,G,TRUE,false,8799.43,734.25,8454.109999999999,0,2.32,-4.965,0.008,197.37,38.33,19,2.632063317,12.89861294,12.67,9,1.67,0,0,0,false
1037846,0,NA,NA,no,FALSE,89,1,680,TRUE,0,B,FALSE,true,4889.66,1028.5,5339.110000000001,12,0,0.69,0,340.24,34,15.33,0.899551282,0.244253524,10.67,23,0.67,0,0,0,true
1033246,28,NA,NA,no,FALSE,801,1,482,TRUE,0,E,FALSE,true,4721.45,289.5,4011.23,42.5,1.64,-1.73,-0.3612,18.72,6.67,0,3.467059153,21.00777271,6,16,0,0,0,0,true
1076679,58,houeswife,NA,yes,FALSE,801,1,222,TRUE,0,B,FALSE,true,2981.5,113.75,3559.11,7.25,0.69,2.005,0.1336,12.95,4.67,0,1.512070227,7.274331986,2,7,0,0,0,0,false
1067121,0,NA,rural,unknown,FALSE,0,1,386,TRUE,0,C,TRUE,f,6273.61,413.5,7119.11,0,0,-1.67,0.0296,16.75,22.67,3.67,1.361230149,4.564979013,2.33,13,2.67,0,0,0,false
1046020,60,professional,urban,no,TRUE,801,1,536,TRUE,0,E,FALSE,true,6207.75,637.25,4987.5599999999995,24.5,5.92,3.235,0.4838,182.2,68.67,26,1.117466341,-2.299351905,10.67,18,6,0,0,0,true
1030023,36,NA,NA,no,FALSE,712,1,635,FALSE,0,E,FALSE,t,3839.46,328.5,4004.11,19.75,0,-0.13,0.0088,33.1,56.67,9.67,1.38485087,1.042192618,3.33,21,26,0,0,0,false
1014228,70,professional,NA,yes,FALSE,801,1,869,TRUE,0,A,FALSE,true,3074.95,78,2669.1099999999997,0,0.16,0.18,-0.0516,1.37,0,0.33,4.265402844,0.448087417,4.33,29,0,0,0,0,false
1044385,0,NA,NA,unknown,FALSE,0,1,443,TRUE,0,B,FALSE,false,5841.96,414,4449.110000000001,9.75,11.95,-1.44,0.0584,29.42,2,0,6.960808328,9.124759002,8,15,0.33,0,0,0,true
1042376,42,NA,NA,no,FALSE,178,1,464,TRUE,0,B,FALSE,true,3046.47,39.25,3114.11,0,0,-0.345,0.1152,0,0,0,6.185628743,-2.640138869,0.33,15,0,0,0,0,false
1039302,58,NA,NA,yes,FALSE,623,1,601,TRUE,0,C,FALSE,true,12236.61,784,4450,272.5,1.78,-14.08,-1.7342,273.64,33.67,0,3.22122217,5.814901174,34,20,0,0,0,0,true
1018708,50,NA,town,yes,TRUE,712,1,692,FALSE,0,B,FALSE,true,6689.24,632,5116.610000000001,41.25,4.27,-0.1,-0.1256,72.44,65,7.67,4.369459459,-5.818180706,10,23,0.67,0,0,0,true
1042024,0,NA,urban,unknown,FALSE,534,1,529,TRUE,0,B,TRUE,false,2670,383.75,2670,0,0,-1.475,0,31.99,9,0.33,0.263157895,4.358766632,1,17,0,0,0,0,false
1087696,56,NA,NA,yes,FALSE,534,1,240,TRUE,0,E,FALSE,true,5235.87,80,5339.110000000001,0,0.1,1.22,0.0426,26.82,0.33,0,1.421800948,15.66669699,2,8,0.33,0,0,0,false
1045379,42,professional,NA,no,TRUE,89,3,199,TRUE,7473.507999999999,E,TRUE,false,4956.41,818.75,4449.110000000001,17.5,0,3.005,0.306,0,0,0,0.67,2.714059794,4,14,0.67,0,0,0,true
1058500,50,professional,NA,no,TRUE,267,2,22,TRUE,19933.507999999998,B,FALSE,true,4906.570000000001,396.5,4215.929999999999,16,5.42,2.13,0.1028,10.89,30,4.33,1.368125,6.781435463,11,15,0,0,0,0,false
1050096,36,NA,NA,no,FALSE,534,3,352,TRUE,32393.507999999998,C,FALSE,true,6181.05,594,4457.12,75.25,0,6.2,1.3548,53.77,15,3.67,0.848428835,2.069653376,8.67,15,6.33,0,0,0,true
1049922,48,NA,rural,yes,FALSE,356,2,526,TRUE,37377.508,B,TRUE,false,4449.110000000001,187,5339.110000000001,0,0,-0.42,0,0,1.67,0,2.674808095,-14.74379689,3.33,19,0,0,0,0,false
1085169,50,NA,NA,no,FALSE,445,2,360,TRUE,7473.507999999999,E,FALSE,true,5559.83,158.75,6229.11,8.25,0,1.005,-0.0496,21.76,0.33,3,2.076124567,9.646387176,1.67,12,0,0,0,0,true
1087630,56,NA,urban,unknown,FALSE,801,1,287,TRUE,0,A,FALSE,true,2705.6,86,3559.11,0,0.16,-1.58,-0.0082,6.47,6.33,0.33,1.233567326,-8.358307273,5.67,10,0,0,0,0,true
1063832,0,NA,unknown,unknown,FALSE,0,1,360,TRUE,0,E,TRUE,false,3702.4,90.5,3737.11,0,9.61,-1.81,-0.1922,8.88,5.67,1,3.332857143,1.167255579,5.67,12,0,0,0,0,true
1066318,0,NA,rural,unknown,FALSE,623,1,392,TRUE,0,C,FALSE,true,3233.37,413,3566.23,10.75,0,0.08,0.0796,0,0,0,0,-17.49444605,0,13,0,0,0,0,true
1025527,50,professional,urban,yes,TRUE,534,2,397,TRUE,7473.507999999999,B,FALSE,true,4691.1900000000005,261.75,2846.2200000000003,25.75,0,3.065,0.371,37.08,0.67,0,3.333636364,-1.145834113,3,22,0,0,0,0,true
1036956,48,artist,NA,no,FALSE,267,3,310,TRUE,24917.507999999994,E,FALSE,true,5579.41,1116.25,5339.110000000001,31.5,0,-3.865,-0.189,399.39,44.33,39.67,1.514777778,10.22501637,13,21,3.67,0,0,3,true
1039410,34,NA,NA,unknown,FALSE,712,1,600,TRUE,0,B,FALSE,true,4968.87,537.25,3343.73,51,0.17,7.935,-0.199,139.04,16,3.33,1.6522773,6.598686293,2.67,20,0.33,0,0,0,false
1037463,0,NA,NA,unknown,FALSE,0,5,47,TRUE,32393.507999999998,D,TRUE,false,20612.399999999998,1477.25,6675,602.5,0,13.095,2.2128,201.2,63,14.67,0.785840333,14.02047622,13,19,0,0,0,0,false
1099594,44,professional,urban,unknown,FALSE,0,9,198,TRUE,32393.507999999998,F,TRUE,t,4488.2699999999995,1073,5339.110000000001,0,0,0.34,-4e-4,66.21,3.33,0.33,0.940951861,-23.98689815,15,29,1.33,0,0,0,false
1054886,0,NA,NA,unknown,FALSE,0,2,25,TRUE,49837.508,B,TRUE,false,3491.47,329,4004.11,0,0,-1.76,0,36.12,14,0.67,0.756097561,18.73695838,4.33,14,0,0,0,1,false
1022835,32,NA,NA,unknown,FALSE,534,3,40,TRUE,7473.507999999999,C,FALSE,true,8959.630000000001,983.75,4459.79,122.75,2.27,16.225,1.6548,95.11,29.67,5.67,0.872696629,28.93503918,3.33,25,0,0,0,0,false
1095496,0,NA,urban,no,FALSE,0,1,184,TRUE,0,C,FALSE,false,9034.390000000001,656.5,3084.74,76.25,0,-11.63,-1.3304,135.17,27.33,11.33,0.95684242,-0.880215227,14.67,7,4,0,0,0,true
1074731,58,professional,town,yes,TRUE,801,1,231,TRUE,0,B,FALSE,true,2868.47,186,2669.1099999999997,30.75,0,1.62,0.122,0,0,0,0,-2.293383153,0,8,0,0,0,0,true
1086648,94,clerical,town,no,FALSE,534,2,75,TRUE,32393.507999999998,B,FALSE,true,5444.13,1224.75,5339.110000000001,29,0,-1.995,0.1376,347.29,44,41.67,0.843245033,5.345565156,49.33,8,3,0,0,0,false
1026569,46,professional,unknown,unknown,TRUE,623,2,766,TRUE,37377.508,B,FALSE,true,3125.68,176.5,2891.61,8.75,0,0.15,0.0796,1.55,15.33,1,2.754385965,7.432015631,2.33,26,0,0,0,2,true
1051750,50,NA,NA,yes,FALSE,534,1,485,TRUE,0,B,FALSE,true,3225.36,20.5,2669.1099999999997,0,0,-0.29,0,0.08,0.67,0,2.665,-29.46245928,1.33,16,0,0,0,0,true
1083537,0,NA,NA,unknown,FALSE,0,2,369,TRUE,24917.507999999994,C,TRUE,false,3227.14,291,4004.11,3.25,0,-0.28,0.0136,100.1,27,11.33,2.591836735,-16.5496179,6.33,13,0.33,0,0,0,false
1032669,52,NA,urban,yes,FALSE,356,1,672,FALSE,0,B,FALSE,true,2958.36,139.75,2669.1099999999997,0,0,-0.035,0,63.01,10.67,0.67,0.564772326,20.93285895,4.67,23,1,0,0,0,true
1090585,38,professional,rural,yes,FALSE,801,1,211,TRUE,0,D,FALSE,true,5024.05,447.25,890,105.5,0,-0.925,-0.193,141.56,21.33,8.33,0.648626736,3.061756027,6.67,7,1,0,0,0,true
1081660,44,artist,NA,yes,TRUE,534,1,205,TRUE,0,B,FALSE,true,4822.0199999999995,733.5,6229.11,0,0,0.19,-0.0838,369.49,50.67,33.67,0.968623188,19.1720926,10.33,7,2,0,0,0,false
1013017,28,NA,NA,yes,FALSE,534,1,899,TRUE,0,A,FALSE,true,1766.65,50.75,890,10.75,0,-0.595,-0.215,7.1,4.33,2.67,4.371248025,4.357873998,2,30,0,0,0,0,true
1045990,0,NA,NA,no,FALSE,267,2,52,TRUE,37377.508,D,TRUE,true,4312.9400000000005,394,4004.11,34.25,0.74,-3.6,-0.2694,96.11,29,10.67,1.551414876,-2.157107955,7.67,20,0.33,0,0,0,true
1067428,0,NA,NA,unknown,FALSE,0,1,276,TRUE,0,E,TRUE,false,10138.880000000001,881.25,3559.11,125.75,8.48,4.455,0.8048,140.85,17,0,2.30836905,-4.5342425,24,9,1.33,0,0,0,true
1032814,30,NA,NA,yes,FALSE,623,1,563,TRUE,0,B,FALSE,true,2779.4700000000003,165.75,2670,0,0,0.945,0.0444,24.09,3.67,0,2.257861635,9.045591075,8.67,19,0,0,0,0,true
1089884,54,retired,NA,yes,FALSE,712,1,217,TRUE,0,B,FALSE,true,4449.110000000001,81.75,6229.11,0,0,-0.035,0,35.99,3,1.33,1.080432173,1.951314383,0.67,7,0,0,0,0,true
1039162,0,NA,urban,no,FALSE,534,1,664,FALSE,0,A,FALSE,false,2023.86,41.75,2023.86,0,0,-0.195,-0.4352,0,1,0,1.8,6.567313827,0,22,0.67,0,0,0,false
1060367,48,NA,urban,no,TRUE,267,1,488,TRUE,0,F,FALSE,true,1179.25,53.25,890,0,0,0.555,0,0.87,16.67,0.67,0.980588235,3.347175862,1.33,17,0,0,0,0,false
1093280,0,NA,NA,no,FALSE,534,1,227,TRUE,0,E,FALSE,true,4951.070000000001,458.5,5954.1,0,0,10.03,0.5368,58.81,12.33,8.33,3.942173913,9.443197436,4.33,8,0,0,0,0,false
1007688,52,NA,town,yes,FALSE,445,2,420,TRUE,7473.507999999999,A,FALSE,true,4450,105.75,4450,0,0,-1.595,0,1.6,1.67,0,3.904632153,-8.686124341,1.67,35,0,0,0,0,false
1029955,28,NA,NA,unknown,FALSE,445,1,635,TRUE,0,C,FALSE,true,2670,230.25,2670,0,0,0.455,0,71.16,9.33,0,1.18119537,18.29324453,1.67,21,0.33,0,0,0,false
1077563,40,NA,NA,unknown,TRUE,89,1,327,TRUE,0,A,FALSE,true,4741.92,450.25,5339.110000000001,0,3.29,-2.925,-0.0452,118.54,35,34.33,2.473368434,-19.33724575,14,11,0.33,0,0,0,false
1033512,48,NA,town,unknown,TRUE,801,1,727,TRUE,0,B,FALSE,true,4450,0,4450,0,0,0,0,0,0,0,0,2.341918084,0,24,0,0,0,0,false
1089161,0,NA,NA,unknown,FALSE,0,2,191,TRUE,24917.507999999994,B,TRUE,false,1415.1000000000001,375,890,14.75,0,1.66,0.098,98.04,33.33,6,0.976698758,-0.646480571,14,7,0.33,0,0,0,true
1069635,52,NA,urban,unknown,FALSE,712,1,429,TRUE,0,C,TRUE,false,1334.1100000000001,0,2669.1099999999997,0,0,0,0.1,0,0,0,0,-6.41552443,0,15,0,0,0,2,true
1041947,28,NA,urban,unknown,FALSE,445,3,2,TRUE,24917.507999999994,E,FALSE,false,5064.99,879,4004.11,30,0.16,-5.36,0.0642,0,0,0,0,-7.374495446,0,15,0,0,0,0,false
1035348,0,NA,NA,no,FALSE,445,2,313,TRUE,37377.508,C,FALSE,true,6674.11,1055.75,7564.11,0,0,-5.255,0,258.41,149,89.67,1.037903418,7.045703495,34.67,20,0.33,0,0,0,true
1017534,0,NA,rural,unknown,FALSE,0,1,707,FALSE,0,A,TRUE,false,5213.62,398.75,4450,0,8.12,-1.915,-0.0998,206.88,5.67,0.33,4.778,-9.508433355,0.67,23,0.67,0,0,0,false
1038128,0,NA,urban,unknown,FALSE,534,4,10,TRUE,19933.507999999998,E,TRUE,false,9333.43,1894,5339.110000000001,69.75,0.1,2.38,-1.1032,398.59,124,31,0.82899829,-9.953835736,22.33,17,0,0,0,0,true
1035613,24,NA,NA,yes,FALSE,534,1,534,TRUE,0,E,TRUE,false,5878.45,648.5,3113.22,24,5.51,-1.31,0.1296,138.48,41,17.33,0.507901959,-2.09903917,5,18,2,0,0,0,false
1073956,48,NA,town,yes,FALSE,445,1,342,TRUE,0,D,FALSE,false,3859.93,369.5,3559.11,31.75,0.78,1.85,0.4626,0,0,0,0,-8.367230657,0,12,0,0,0,0,false
1046349,62,NA,unknown,yes,FALSE,801,1,594,TRUE,0,B,FALSE,true,2535.6099999999997,90.75,2669.1099999999997,0,0,-0.755,0,9.15,0,0,0.639166667,13.72731369,14,20,5.67,0,0,0,false
1026822,0,NA,urban,unknown,FALSE,0,4,37,TRUE,19933.507999999998,D,TRUE,false,5497.530000000001,1637.75,5339.110000000001,18,2.99,1.245,0.4648,84.03,35,3,0.67015625,0.301105892,12.33,24,3.67,0,0,0,false
1001211,0,NA,NA,unknown,FALSE,0,4,500,TRUE,7473.507999999999,C,TRUE,false,4268.4400000000005,444.25,3115,40.5,0,-0.025,0.0228,157.02,37,1.33,0.901596972,8.42012844,9,43,0,0,0,0,true
1085963,0,NA,NA,unknown,FALSE,0,3,61,TRUE,2489.508,E,TRUE,false,6441.82,316.75,4407.280000000001,67.25,0,2.225,-0.329,46.69,18,1.67,4.833125,2.215983368,22.33,8,3,0,0,0,false
1098396,0,NA,urban,no,FALSE,623,2,253,TRUE,7473.507999999999,E,FALSE,true,9966.220000000001,1315.75,9789.109999999999,0,1.39,6.185,-0.006,413.9,76,12,5.293878105,0.395803265,20,36,4.67,0,0,0,false
1099915,28,NA,NA,unknown,FALSE,445,2,489,TRUE,14949.508,C,FALSE,true,0,0,0,0,0,0,0,0,0,0,0,3.618133176,0,31,0,0,0,2,false
1030274,32,NA,NA,yes,TRUE,623,1,634,TRUE,0,E,FALSE,true,2277.5099999999998,0,2492.8900000000003,0,0,0,0,0,0,0,0,13.09220248,0.33,21,0,1,0,0,true
1046408,26,NA,NA,no,FALSE,534,1,487,TRUE,0,C,FALSE,true,3320.59,204.5,4188.34,0,0,0.23,0.0132,102.09,10,1.67,2.328705777,4.01199058,5,16,0.67,1,0,0,true
1061636,0,NA,NA,unknown,FALSE,0,2,19,FALSE,2489.508,E,TRUE,false,2721.62,285.5,2669.1099999999997,0,0,-3.27,0.008,41.66,34.33,1,1.70754386,3.981454966,18.33,12,0.33,0,0,0,false
1056467,48,NA,urban,yes,TRUE,534,1,508,TRUE,0,A,FALSE,true,890,46,890,0,0,-0.92,0,1.81,1.33,0,11.94029851,-1.330686769,2,17,0,0,0,0,true
1082319,54,NA,town,yes,FALSE,445,1,372,TRUE,0,B,FALSE,true,3798.52,381.25,4449.110000000001,3,1,-2.585,-0.0538,24.82,37.67,5.33,7.708760852,-2.124212386,9.33,13,4.67,0,0,0,false
1084323,58,NA,urban,yes,FALSE,801,1,260,TRUE,0,B,FALSE,true,5364.92,350,2895.17,73.75,0,-1.56,-0.5058,115.03,12.67,9.33,2.161383983,-19.75480996,9,9,0.33,0,0,0,false
1070582,0,NA,urban,unknown,FALSE,0,2,409,TRUE,37377.508,B,TRUE,f,2669.1099999999997,544,3114.11,0,0,6.96,0,0,0,0,0,-18.76143725,0,14,0,0,0,0,false
1065009,42,NA,town,yes,FALSE,89,3,151,TRUE,32393.507999999998,G,FALSE,true,8241.4,1528,6297.64,86.25,0,-9.58,-0.3522,645.73,38.33,31.33,1.640291667,5.604571099,49.67,16,1.67,0,0,0,true
1037141,50,NA,urban,no,FALSE,534,1,687,TRUE,0,B,TRUE,false,4400.16,391.75,4005,17.75,0,-2.195,0.2662,48.47,20,5.67,2.2025,-4.833718663,3.33,23,0,0,0,0,false
1008323,42,professional,urban,yes,TRUE,534,2,441,TRUE,7473.507999999999,A,FALSE,no,3085.63,215.25,2670,2,0.16,0.255,-0.0658,80.2,0.33,6,2.16253924,18.83455765,6.33,32,0,2,2,2,false
1074564,38,professional,NA,yes,FALSE,712,2,14,TRUE,19933.507999999998,B,FALSE,true,9193.699999999999,810,8899.109999999999,0,0.31,3.68,0.0138,0,0,0,0,0.490678564,0,14,0,0,0,0,true
1003101,0,NA,NA,unknown,FALSE,0,5,19,TRUE,2489.508,D,TRUE,false,4356.55,21,2669.1099999999997,0,0,1.26,-0.3792,0,0,0,0,7.766321248,0,36,0,0,0,0,false
1086730,40,NA,NA,yes,FALSE,89,1,353,TRUE,0,C,FALSE,true,1199.72,113,667.5,0,0,1.34,0.17,2.38,5.67,0.67,1.363326517,3.283502363,1,12,1.33,0,0,0,false
1078105,48,clerical,town,yes,TRUE,801,1,324,TRUE,0,B,FALSE,true,6638.51,513,4004.11,106,2.5,1.12,-0.2412,123.75,15.67,0,2.092524896,-9.652863539,11.67,11,0.33,0,0,0,true
1032425,40,professional,urban,yes,TRUE,534,1,672,TRUE,0,C,FALSE,true,4933.2699999999995,425.5,2670,71.25,0,-0.17,-0.0116,91.58,25,2.33,4.639653573,9.966844557,11.67,23,0,0,0,1,true
1090627,0,NA,NA,unknown,FALSE,0,1,317,TRUE,0,D,TRUE,false,8463.01,1848,4449.110000000001,108.75,3.27,-15.02,-0.6372,484.91,7.33,21.33,1.370623816,8.353133363,56.67,11,16.33,0,0,0,false
1043078,54,NA,urban,yes,TRUE,356,1,457,TRUE,0,B,FALSE,true,1273.5900000000001,174.75,890,15.75,0,1.305,0.10780000000000001,50.65,2.67,2.33,3.792140641,-1.625696622,2,15,0,0,0,0,false
1048946,44,professional,town,yes,TRUE,801,1,400,TRUE,0,B,FALSE,true,6143.67,513.25,5339.110000000001,50.25,0.39,-0.585,-0.4308,42.91,35.33,3.67,2.812727782,-1.507145434,15.33,13,0,0,0,0,false
1007914,28,NA,NA,unknown,FALSE,712,1,986,FALSE,0,A,FALSE,true,3659.68,334.5,4004.11,17.5,0,2.77,0.3676,60.06,13.67,6,0.860759494,9.83443035,5,32,0,0,0,0,true
1025339,48,NA,NA,no,FALSE,534,3,341,TRUE,14949.508,C,FALSE,true,10243.9,296.5,5440.570000000001,51,0,0.83,-1.6022,11.35,19.33,1.67,1.25,9.726295432,3.67,20,0,0,0,3,false
1068344,50,NA,urban,unknown,FALSE,534,2,13,TRUE,14949.508,D,FALSE,true,5893.58,402,4004.11,66.5,0,-3.56,-0.5368,7.05,7.67,2.33,1.8335,1.55561504,1,9,0,0,0,0,false
1023671,0,NA,urban,unknown,FALSE,0,1,693,TRUE,0,E,TRUE,false,9442.9,568.5,2847.1099999999997,211.75,0,-5.61,-1.4822,300.43,15.67,9.33,1.9555,0.916975114,3.67,23,1,0,0,0,true
1054715,56,own_business,urban,yes,TRUE,801,1,460,TRUE,0,B,FALSE,true,2987.73,547,2002.5,14,0.1,-4.78,-0.5304,113.09,72,20.67,0.408354748,-2.862628129,11.67,16,2.67,1,0,0,true
1087069,44,NA,NA,no,FALSE,89,1,245,TRUE,0,E,FALSE,true,5646.16,1374,6229.11,6.5,0,8.62,0.167,380.82,87,33,0.782608696,-1.11776691,51.67,8,1.33,0,0,0,true
